"","X.1","X","ccode","new_tc","new_tc_dummy","num_tc","tc_tally","cluster_1","cluster_size1","cluster_length1","cluster_2","cluster_size2","cluster_length2","cluster_3","cluster_size3","cluster_length3","cluster_4","cluster_size4","cluster_length4","cluster_5","cluster_size5","cluster_length5","unique_id","year","area","area_1000","area_1000_log","country_age","democ","durable","elec_dem_vdem","elf","event_num","exist_tc","fighting_wtc","first_tc","first_tc_alt","force_lin_decay","force_t10","force_t20","forceful","lib_dem_vdem","lmtnest","polity2","iso_a2","region","region2","un_region","state_name","tc_persists_alt","birth_type","hs_capacity","hs_capacity_sd","lag_fragility","fragility","cowintraongoing","cowintraonset","cow_inter","cold_war","post_cold_war","v2terr","pitf_sf","pitf_effect","pitf_legit","v2svstterr","v2svstterr_codelow","v2svstterr_codehigh","v2svstterr_sd","v2svstterr_mean","fail","alt_stop","alt_start"
"1",1,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1981,1981,22209,22.20899963,3.100497595,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"2",2,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1982,1982,22209,22.20899963,3.100497595,2,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
"3",3,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1983,1983,22209,22.20899963,3.100497595,3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2
"4",4,4,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1984,1984,22209,22.20899963,3.100497595,4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3
"5",5,5,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1985,1985,22209,22.20899963,3.100497595,5,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4
"6",6,6,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1986,1986,22209,22.20899963,3.100497595,6,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5
"7",7,7,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1987,1987,22209,22.20899963,3.100497595,7,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6
"8",8,8,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1988,1988,22209,22.20899963,3.100497595,8,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7
"9",9,9,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1989,1989,22209,22.20899963,3.100497595,9,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8
"10",10,10,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.199,1990,22209,22.20899963,3.100497595,10,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9
"11",11,11,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1991,1991,22209,22.20899963,3.100497595,11,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10
"12",12,12,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1992,1992,22209,22.20899963,3.100497595,12,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,11
"13",13,13,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1993,1993,22209,22.20899963,3.100497595,13,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12
"14",14,14,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1994,1994,22209,22.20899963,3.100497595,14,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13
"15",15,15,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1995,1995,22209,22.20899963,3.100497595,15,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,14
"16",16,16,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1996,1996,22209,22.20899963,3.100497595,16,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,15
"17",17,17,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1997,1997,22209,22.20899963,3.100497595,17,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,16
"18",18,18,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1998,1998,22209,22.20899963,3.100497595,18,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,17
"19",19,19,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1999,1999,22209,22.20899963,3.100497595,19,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,18
"20",20,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.2,2000,22209,22.20899963,3.100497595,20,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,19
"21",21,21,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.2001,2001,22209,22.20899963,3.100497595,21,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,20
"22",22,22,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.2002,2002,22209,22.20899963,3.100497595,22,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,21
"23",23,23,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.2003,2003,22209,22.20899963,3.100497595,23,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,22
"24",24,24,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.2004,2004,22209,22.20899963,3.100497595,24,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,23
"25",25,25,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.2005,2005,22209,22.20899963,3.100497595,25,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,24
"26",26,26,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.2006,2006,22209,22.20899963,3.100497595,26,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,25
"27",27,27,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.2007,2007,22209,22.20899963,3.100497595,27,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,26
"28",28,28,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.2008,2008,22209,22.20899963,3.100497595,28,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,27
"29",29,29,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.2009,2009,22209,22.20899963,3.100497595,29,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,28
"30",30,30,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.201,2010,22209,22.20899963,3.100497595,30,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,"BZ","LatAm and Car","Latin America and the Caribbeans","Central America","Belize",0,3,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,29
"31",31,31,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.196,1960,51403,51.40299988,3.939696534,121,10,41,0.767,0.238000005,2,0,0,NA,1,0,0,0,0,0.658,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.498800009,0.397638202,NA,-0.498800009,0,0,0,1,0,1.571786761,NA,NA,NA,94.2,88.851,99.549,5.349,94.2,0,1,0
"32",32,32,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1961,1961,51403,51.40299988,3.939696534,122,10,42,0.767,0.238000005,2,0,0,NA,1,0,0,0,0,0.658,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.497799993,0.384713888,-0.498800009,-0.497799993,0,0,0,1,0,1.571786761,NA,NA,NA,94.2,88.851,99.549,5.349,94.2,0,2,1
"33",33,33,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1962,1962,51403,51.40299988,3.939696534,123,10,43,0.785,0.238000005,2,0,0,NA,1,0,0,0,0,0.674,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.508300006,0.394784003,-0.497799993,-0.508300006,0,0,0,1,0,1.571786761,NA,NA,NA,94.2,88.851,99.549,5.349,94.2,0,3,2
"34",34,34,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1963,1963,51403,51.40299988,3.939696534,124,10,44,0.787,0.238000005,2,0,0,NA,1,0,0,0,0,0.676,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.647700012,0.427872688,-0.508300006,-0.647700012,0,0,0,1,0,1.571786761,NA,NA,NA,94.2,88.851,99.549,5.349,94.2,0,4,3
"35",35,35,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1964,1964,51403,51.40299988,3.939696534,125,10,45,0.787,0.238000005,2,0,0,NA,1,0,0,0,0,0.676,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.645699978,0.425175101,-0.647700012,-0.645699978,0,0,0,1,0,1.571786761,NA,NA,NA,94.2,88.851,99.549,5.349,94.2,0,5,4
"36",36,36,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1965,1965,51403,51.40299988,3.939696534,126,10,46,0.787,0.238000005,2,0,0,NA,1,0,0,0,0,0.676,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.653999984,0.429124802,-0.645699978,-0.653999984,0,0,0,1,0,1.571786761,NA,NA,NA,94.2,88.851,99.549,5.349,94.2,0,6,5
"37",37,37,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1966,1966,51403,51.40299988,3.939696534,127,10,47,0.762,0.238000005,2,0,0,NA,1,0,0,0,0,0.657,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.653699994,0.427463502,-0.653999984,-0.653699994,0,0,0,1,0,1.571786761,NA,NA,NA,94.2,88.851,99.549,5.349,94.2,0,7,6
"38",38,38,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1967,1967,51403,51.40299988,3.939696534,128,10,48,0.759,0.238000005,2,0,0,NA,1,0,0,0,0,0.661,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.671500027,0.434374094,-0.653699994,-0.671500027,0,0,0,1,0,1.571786761,NA,NA,NA,94.2,88.851,99.549,5.349,94.2,0,8,7
"39",39,39,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1968,1968,51403,51.40299988,3.939696534,129,10,49,0.759,0.238000005,2,0,0,NA,1,0,0,0,0,0.661,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.674199998,0.43266499,-0.671500027,-0.674199998,0,0,0,1,0,1.571786761,NA,NA,NA,94.2,88.851,99.549,5.349,94.2,0,9,8
"40",40,40,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1969,1969,51403,51.40299988,3.939696534,130,10,50,0.759,0.238000005,2,0,0,NA,1,0,0,0,0,0.661,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.667500019,0.431135297,-0.674199998,-0.667500019,0,0,0,1,0,1.571786761,NA,NA,NA,94.2,88.851,99.549,5.349,94.2,0,10,9
"41",41,41,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.197,1970,51403,51.40299988,3.939696534,131,10,51,0.748,0.238000005,2,0,0,NA,1,0,0,0,0,0.644,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.715300024,0.403069198,-0.667500019,-0.715300024,0,0,0,1,0,1.607247949,NA,NA,NA,94.6,91.502,97.698,3.098,94.6,0,11,10
"42",42,42,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1971,1971,51403,51.40299988,3.939696534,132,10,52,0.766,0.238000005,2,0,0,NA,1,0,0,0,0,0.656,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.711700022,0.405260205,-0.715300024,-0.711700022,0,0,0,1,0,1.607247949,NA,NA,NA,94.6,91.502,97.698,3.098,94.6,0,12,11
"43",43,43,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1972,1972,51403,51.40299988,3.939696534,133,10,53,0.766,0.238000005,2,0,0,NA,1,0,0,0,0,0.656,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.484400004,0.360238791,-0.711700022,-0.484400004,0,0,0,1,0,1.607247949,NA,NA,NA,94.6,91.502,97.698,3.098,94.6,0,13,12
"44",44,44,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1973,1973,51403,51.40299988,3.939696534,134,10,54,0.766,0.238000005,2,0,0,NA,1,0,0,0,0,0.659,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.510200024,0.360063314,-0.484400004,-0.510200024,0,0,0,1,0,1.607247949,NA,NA,NA,94.6,91.502,97.698,3.098,94.6,0,14,13
"45",45,45,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1974,1974,51403,51.40299988,3.939696534,135,10,55,0.753,0.238000005,2,0,0,NA,1,0,0,0,0,0.647,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.449999988,0.353266299,-0.510200024,-0.449999988,0,0,0,1,0,1.607247949,NA,NA,NA,94.6,91.502,97.698,3.098,94.6,0,15,14
"46",46,46,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1975,1975,51403,51.40299988,3.939696534,136,10,56,0.816,0.238000005,2,0,0,NA,1,0,0,0,0,0.71,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.432900012,0.356256008,-0.449999988,-0.432900012,0,0,0,1,0,1.607247949,NA,NA,NA,94.6,91.502,97.698,3.098,94.6,0,16,15
"47",47,47,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1976,1976,51403,51.40299988,3.939696534,137,10,57,0.826,0.238000005,2,0,0,NA,1,0,0,0,0,0.723,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.467799991,0.363511503,-0.432900012,-0.467799991,0,0,0,1,0,1.607247949,NA,NA,NA,94.6,91.502,97.698,3.098,94.6,0,17,16
"48",48,48,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1977,1977,51403,51.40299988,3.939696534,138,10,58,0.817,0.238000005,2,0,0,NA,1,0,0,0,0,0.711,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.468400002,0.357835412,-0.467799991,-0.468400002,0,0,0,1,0,1.607247949,NA,NA,NA,94.6,91.502,97.698,3.098,94.6,0,18,17
"49",49,49,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1978,1978,51403,51.40299988,3.939696534,139,10,59,0.817,0.238000005,2,0,0,NA,1,0,0,0,0,0.707,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.490799993,0.357593089,-0.468400002,-0.490799993,0,0,0,1,0,1.607247949,NA,NA,NA,94.6,91.502,97.698,3.098,94.6,0,19,18
"50",50,50,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1979,1979,51403,51.40299988,3.939696534,140,10,60,0.823,0.238000005,2,0,0,NA,1,0,0,0,0,0.733,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.458799988,0.358415991,-0.490799993,-0.458799988,0,0,0,1,0,1.607247949,NA,NA,NA,94.6,91.502,97.698,3.098,94.6,0,20,19
"51",51,51,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.198,1980,51403,51.40299988,3.939696534,141,10,61,0.853,0.238000005,2,0,0,NA,1,0,0,0,0,0.775,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.44749999,0.369007885,-0.458799988,-0.44749999,0,0,0,1,0,1.571786761,NA,NA,NA,94.2,90.798,97.602,3.402,94.2,0,21,20
"52",52,52,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1981,1981,51403,51.40299988,3.939696534,142,10,62,0.853,0.238000005,2,0,0,NA,1,0,0,0,0,0.772,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.378199995,0.360542506,-0.44749999,-0.378199995,0,0,0,1,0,1.571786761,NA,NA,NA,94.2,90.798,97.602,3.402,94.2,0,22,21
"53",53,53,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1982,1982,51403,51.40299988,3.939696534,143,10,63,0.855,0.238000005,2,0,0,NA,1,0,0,0,0,0.777,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.381900012,0.359623194,-0.378199995,-0.381900012,0,0,0,1,0,1.571786761,NA,NA,NA,94.2,90.798,97.602,3.402,94.2,0,23,22
"54",54,54,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1983,1983,51403,51.40299988,3.939696534,144,10,64,0.867,0.238000005,2,0,0,NA,1,0,0,0,0,0.788,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.370900005,0.363844097,-0.381900012,-0.370900005,0,0,0,1,0,1.571786761,NA,NA,NA,94.2,90.798,97.602,3.402,94.2,0,24,23
"55",55,55,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1984,1984,51403,51.40299988,3.939696534,145,10,65,0.867,0.238000005,2,0,0,NA,1,0,0,0,0,0.788,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.555700004,0.330899298,-0.370900005,-0.555700004,0,0,0,1,0,1.571786761,NA,NA,NA,94.2,90.798,97.602,3.402,94.2,0,25,24
"56",56,56,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1985,1985,51403,51.40299988,3.939696534,146,10,66,0.867,0.238000005,2,0,0,NA,1,0,0,0,0,0.788,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.539600015,0.3341434,-0.555700004,-0.539600015,0,0,0,1,0,1.571786761,NA,NA,NA,94.2,90.798,97.602,3.402,94.2,0,26,25
"57",57,57,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1986,1986,51403,51.40299988,3.939696534,147,10,67,0.857,0.238000005,2,0,0,NA,1,0,0,0,0,0.783,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.561500013,0.325095087,-0.539600015,-0.561500013,0,0,0,1,0,2.039300919,NA,NA,NA,97.857,96.387,99.327,1.47,98,0,27,26
"58",58,58,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1987,1987,51403,51.40299988,3.939696534,148,10,68,0.856,0.238000005,2,0,0,NA,1,0,0,0,0,0.788,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.551900029,0.331375688,-0.561500013,-0.551900029,0,0,0,1,0,2.039300919,NA,NA,NA,97.857,96.387,99.327,1.47,98,0,28,27
"59",59,59,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1988,1988,51403,51.40299988,3.939696534,149,10,69,0.881,0.238000005,2,0,0,NA,1,0,0,0,0,0.811,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.454899997,0.329948694,-0.551900029,-0.454899997,0,0,0,1,0,2.039300919,NA,NA,NA,97.857,96.387,99.327,1.47,98,0,29,28
"60",60,60,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1989,1989,51403,51.40299988,3.939696534,150,10,70,0.881,0.238000005,2,0,0,NA,1,0,0,0,0,0.82,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.443899989,0.337422311,-0.454899997,-0.443899989,0,0,0,1,0,2.039300919,NA,NA,NA,97.857,96.387,99.327,1.47,98,0,30,29
"61",61,61,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.199,1990,51403,51.40299988,3.939696534,151,10,71,0.887,0.238000005,2,0,0,NA,1,0,0,0,0,0.836,3.144152403,10,"CR","LatAm and Car","Latin America and the Caribbeans","Central America","CostaRica",0,5,0.549700022,0.33456859,-0.443899989,-0.549700022,0,0,0,0,1,2.039300919,NA,NA,NA,97.857,96.387,99.327,1.47,98,0,31,30
