"","X.1","X","ccode","new_tc","new_tc_dummy","num_tc","tc_tally","cluster_1","cluster_size1","cluster_length1","cluster_2","cluster_size2","cluster_length2","cluster_3","cluster_size3","cluster_length3","cluster_4","cluster_size4","cluster_length4","cluster_5","cluster_size5","cluster_length5","unique_id","year","area","area_1000","area_1000_log","country_age","democ","durable","elec_dem_vdem","elf","event_num","exist_tc","fighting_wtc","first_tc","first_tc_alt","force_lin_decay","force_t10","force_t20","forceful","lib_dem_vdem","lmtnest","polity2","iso_a2","region","region2","un_region","state_name","tc_persists_alt","birth_type","hs_capacity","hs_capacity_sd","lag_fragility","fragility","cowintraongoing","cowintraonset","cow_inter","cold_war","post_cold_war","v2terr","pitf_sf","pitf_effect","pitf_legit","v2svstterr","v2svstterr_codelow","v2svstterr_codehigh","v2svstterr_sd","v2svstterr_mean","fail","alt_stop","alt_start"
"873",873,873,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.2009,2009,8523620,8523.620117,9.050596426,188,8,24,0.878,0.549000025,7,0,0,NA,1,0,0,0,0,0.779,1.4109869,8,"BR","LatAm and Car","Latin America and the Caribbeans","South America","Brazil",0,4,0.921999991,0.289036512,-0.928600013,-0.921999991,0,0,0,0,1,1.251752615,5,1,4,90.25,85.197,94.428,4.616,89.812,0,50,49
"874",874,874,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.201,2010,8523620,8523.620117,9.050596426,189,8,25,0.879,0.549000025,7,0,0,NA,1,0,0,0,0,0.782,1.4109869,8,"BR","LatAm and Car","Latin America and the Caribbeans","South America","Brazil",0,4,0.900200009,0.289675593,-0.921999991,-0.900200009,0,0,0,0,1,1.251752615,6,1,5,90.25,85.197,94.428,4.616,89.812,0,51,50
"875",875,875,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.196,1960,1142726,1142.725952,7.041171873,131,7,3,0.384,0.656000018,2,0,0,NA,1,0,0,0,0,0.258,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",0,5,-0.166999996,0.365137696,NA,0.166999996,0,0,0,1,0,0.668209314,NA,NA,NA,74.8,67.783,81.817,7.017,74.8,0,1,0
"876",876,876,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1961,1961,1142726,1142.725952,7.041171873,132,7,4,0.374,0.656000018,2,0,0,NA,1,0,0,0,0,0.259,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",0,5,-0.122100003,0.3667382,0.166999996,0.122100003,0,0,0,1,0,0.668209314,NA,NA,NA,74.8,67.783,81.817,7.017,74.8,0,2,1
"877",877,877,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1962,1962,1142726,1142.725952,7.041171873,133,7,5,0.376,0.656000018,2,0,0,NA,1,0,0,0,0,0.259,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",0,5,-0.168699995,0.369464993,0.122100003,0.168699995,0,0,0,1,0,0.668209314,NA,NA,NA,74.8,67.783,81.817,7.017,74.8,0,3,2
"878",878,878,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1963,1963,1142726,1142.725952,7.041171873,134,7,6,0.382,0.656000018,2,0,0,NA,1,0,0,0,0,0.26,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",0,5,-0.240899995,0.382440299,0.168699995,0.240899995,0,0,0,1,0,0.668209314,NA,NA,NA,74.8,67.783,81.817,7.017,74.8,0,4,3
"879",879,879,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1964,1964,1142726,1142.725952,7.041171873,135,7,7,0.345,0.656000018,2,0,0,NA,1,0,0,0,0,0.242,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",0,5,-0.214100003,0.388691694,0.240899995,0.214100003,0,0,0,1,0,0.524400532,NA,NA,NA,70,62.676,77.324,7.324,70,0,5,4
"880",880,880,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1965,1965,1142726,1142.725952,7.041171873,136,7,8,0.364,0.656000018,2,0,0,NA,1,0,0,0,0,0.256,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",0,5,-0.132799998,0.382169813,0.214100003,0.132799998,0,0,0,1,0,0.588793218,NA,NA,NA,72.2,66.423,77.977,5.777,72.2,0,6,5
"881",881,881,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,2,5,100.1966,1966,1142726,1142.725952,7.041171873,137,7,9,0.35,0.656000018,2,0,0,NA,1,0,0,0,0,0.249,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",0,5,-0.212500006,0.391785592,0.132799998,0.212500006,0,0,0,1,0,0.588793218,NA,NA,NA,72.2,66.423,77.977,5.777,72.2,0,7,6
"882",882,882,100,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1967,1967,1142726,1142.725952,7.041171873,138,7,10,0.343,0.656000018,3,1,0,NA,1,0,0,0,0,0.246,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,-0.077629998,0.385549307,0.212500006,0.077629998,0,0,0,1,0,0.588793218,NA,NA,NA,72.2,66.423,77.977,5.777,72.2,0,8,7
"883",883,883,100,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1968,1968,1142726,1142.725952,7.041171873,139,7,11,0.366,0.656000018,3,1,0,NA,1,0,0,0,0,0.251,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,-0.184900001,0.382275999,0.077629998,0.184900001,0,0,0,1,0,0.588793218,NA,NA,NA,72.2,66.423,77.977,5.777,72.2,0,9,8
"884",884,884,100,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1969,1969,1142726,1142.725952,7.041171873,140,7,12,0.378,0.656000018,3,1,0,NA,1,0,0,0,0,0.255,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,-0.209299996,0.384361714,0.184900001,0.209299996,0,0,0,1,0,0.588793218,NA,NA,NA,72.2,66.423,77.977,5.777,72.2,0,10,9
"885",885,885,100,1,1,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,100.197,1970,1142726,1142.725952,7.041171873,141,7,13,0.338,0.656000018,3,1,0,NA,1,0,0,0,0,0.254,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,-0.155499995,0.366928995,0.209299996,0.155499995,0,0,0,1,0,0.588793218,NA,NA,NA,72.2,66.423,77.977,5.777,72.2,0,11,10
"886",886,886,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1971,1971,1142726,1142.725952,7.041171873,142,7,14,0.368,0.656000018,4,1,0,NA,1,0,0,0,0,0.257,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,-0.054189999,0.365759999,0.155499995,0.054189999,0,0,0,1,0,0.588793218,NA,NA,NA,72.2,66.423,77.977,5.777,72.2,0,12,11
"887",887,887,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1972,1972,1142726,1142.725952,7.041171873,143,7,15,0.38,0.656000018,4,1,0,NA,1,0,0,0,0,0.267,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,-0.071680002,0.366281807,0.054189999,0.071680002,0,0,0,1,0,0.588793218,NA,NA,NA,72.2,66.423,77.977,5.777,72.2,0,13,12
"888",888,888,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1973,1973,1142726,1142.725952,7.041171873,144,7,16,0.38,0.656000018,4,1,0,NA,1,0,0,0,0,0.265,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,-0.151199996,0.358033001,0.071680002,0.151199996,0,0,0,1,0,0.588793218,NA,NA,NA,72.2,66.423,77.977,5.777,72.2,0,14,13
"889",889,889,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1974,1974,1142726,1142.725952,7.041171873,145,8,17,0.436,0.656000018,4,1,0,NA,1,0,0,0,0,0.294,3.640214205,8,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,-0.193700001,0.356518,0.151199996,0.193700001,0,0,0,1,0,0.588793218,NA,NA,NA,72.2,66.423,77.977,5.777,72.2,0,15,14
"890",890,890,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1975,1975,1142726,1142.725952,7.041171873,146,8,18,0.507,0.656000018,4,1,1,NA,1,0,0,0,0,0.319,3.640214205,8,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,-0.065580003,0.363851488,0.193700001,0.065580003,0,0,0,1,0,0.588793218,NA,NA,NA,72.2,66.423,77.977,5.777,72.2,0,16,15
"891",891,891,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1976,1976,1142726,1142.725952,7.041171873,147,8,19,0.507,0.656000018,4,1,1,NA,1,0,0,0,0,0.325,3.640214205,8,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,-0.119199999,0.36458829,0.065580003,0.119199999,0,0,0,1,0,0.588793218,NA,NA,NA,72.2,66.423,77.977,5.777,72.2,0,17,16
"892",892,892,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1977,1977,1142726,1142.725952,7.041171873,148,8,20,0.453,0.656000018,4,1,1,NA,1,0,0,0,0,0.308,3.640214205,8,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,-0.160999998,0.36495319,0.119199999,0.160999998,0,0,0,1,0,0.588793218,NA,NA,NA,72.2,66.423,77.977,5.777,72.2,0,18,17
"893",893,893,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1978,1978,1142726,1142.725952,7.041171873,149,8,21,0.465,0.656000018,4,1,1,NA,1,0,0,0,0,0.306,3.640214205,8,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,-0.168899998,0.359773993,0.160999998,0.168899998,0,0,0,1,0,0.588793218,NA,NA,NA,72.2,66.423,77.977,5.777,72.2,0,19,18
"894",894,894,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1979,1979,1142726,1142.725952,7.041171873,150,8,22,0.463,0.656000018,4,1,1,NA,1,0,0,0,0,0.293,3.640214205,8,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,-0.002284,0.363738686,0.168899998,0.002284,0,0,0,1,0,0.588793218,NA,NA,NA,72.2,66.423,77.977,5.777,72.2,0,20,19
"895",895,895,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.198,1980,1142726,1142.725952,7.041171873,151,8,23,0.47,0.656000018,4,1,1,NA,1,0,0,0,0,0.302,3.640214205,8,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,-0.072669998,0.358099401,0.002284,0.072669998,0,0,0,1,0,0.588793218,NA,NA,NA,72.2,66.423,77.977,5.777,72.2,0,21,20
"896",896,896,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1981,1981,1142726,1142.725952,7.041171873,152,8,24,0.47,0.656000018,4,1,1,NA,1,0,0,0,0,0.302,3.640214205,8,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,0.048009999,0.361484408,0.072669998,-0.048009999,0,0,0,1,0,0.588793218,NA,NA,NA,72.2,66.423,77.977,5.777,72.2,0,22,21
"897",897,897,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1982,1982,1142726,1142.725952,7.041171873,153,8,25,0.418,0.656000018,4,1,1,NA,1,0,0,0,0,0.284,3.640214205,8,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,0.048889998,0.362254411,-0.048009999,-0.048889998,0,0,0,1,0,0.473298818,NA,NA,NA,68.1,63.903,72.497,4.297,68.2,0,23,22
"898",898,898,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1983,1983,1142726,1142.725952,7.041171873,154,8,26,0.505,0.656000018,4,1,1,NA,1,0,0,0,0,0.341,3.640214205,8,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,-0.002863,0.361390889,-0.048889998,0.002863,0,0,0,1,0,0.473298818,NA,NA,NA,68.1,63.903,72.497,4.297,68.2,0,24,23
"899",899,899,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1984,1984,1142726,1142.725952,7.041171873,155,8,27,0.463,0.656000018,4,1,1,NA,1,0,0,0,0,0.329,3.640214205,8,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,-0.092589997,0.328345507,0.002863,0.092589997,0,0,0,1,0,0.473298818,NA,NA,NA,68.1,63.903,72.497,4.297,68.2,0,25,24
"900",900,900,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1985,1985,1142726,1142.725952,7.041171873,156,8,28,0.477,0.656000018,4,1,1,NA,1,0,0,0,0,0.335,3.640214205,8,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,-0.056809999,0.334792912,0.092589997,0.056809999,0,0,0,1,0,0.473298818,NA,NA,NA,68.1,63.903,72.497,4.297,68.2,0,26,25
"901",901,901,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1986,1986,1142726,1142.725952,7.041171873,157,8,29,0.452,0.656000018,4,1,1,NA,1,0,0,0,0,0.318,3.640214205,8,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,-0.112899996,0.334449202,0.056809999,0.112899996,0,0,0,1,0,0.473298818,NA,NA,NA,68.1,63.903,72.497,4.297,68.2,0,27,26
"902",902,902,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1987,1987,1142726,1142.725952,7.041171873,158,8,30,0.5,0.656000018,4,1,1,NA,1,0,0,0,0,0.339,3.640214205,8,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,-0.077330001,0.328637511,0.112899996,0.077330001,0,0,0,1,0,0.473298818,NA,NA,NA,68.1,63.903,72.497,4.297,68.2,0,28,27
"903",903,903,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1988,1988,1142726,1142.725952,7.041171873,159,8,31,0.489,0.656000018,4,1,1,NA,1,0,0,0,0,0.325,3.640214205,8,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,-0.068870001,0.33416751,0.077330001,0.068870001,0,0,0,1,0,0.417927682,NA,NA,NA,66.4,60.986,71.414,5.214,66.2,0,29,28
"904",904,904,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1989,1989,1142726,1142.725952,7.041171873,160,8,32,0.489,0.656000018,4,1,1,NA,1,0,0,0,0,0.321,3.640214205,8,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,-0.054400001,0.3326343,0.068870001,0.054400001,1,1,0,1,0,0.417927682,NA,NA,NA,66.4,60.986,71.414,5.214,66.2,0,30,29
"905",905,905,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.199,1990,1142726,1142.725952,7.041171873,161,8,33,0.456,0.656000018,4,1,1,NA,1,0,0,0,0,0.302,3.640214205,8,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,-0.047809999,0.334780306,0.054400001,0.047809999,1,0,0,0,1,0.417927682,NA,NA,NA,66.4,60.986,71.414,5.214,66.2,0,31,30
"906",906,906,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1991,1991,1142726,1142.725952,7.041171873,162,9,34,0.514,0.656000018,4,1,1,NA,1,0,0,0,0,0.384,3.640214205,9,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,0.01585,0.344226092,0.047809999,-0.01585,1,0,0,0,1,0.417927682,NA,NA,NA,66.4,60.986,71.414,5.214,66.2,0,32,31
"907",907,907,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1992,1992,1142726,1142.725952,7.041171873,163,9,35,0.58,0.656000018,4,1,1,NA,1,0,0,0,0,0.43,3.640214205,9,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,0.235100001,0.343418092,-0.01585,-0.235100001,1,0,0,0,1,0.417927682,NA,NA,NA,66.4,60.986,71.414,5.214,66.2,0,33,32
"908",908,908,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1993,1993,1142726,1142.725952,7.041171873,164,9,36,0.58,0.656000018,4,1,1,NA,1,0,0,0,0,0.465,3.640214205,9,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,0.237399995,0.340947598,-0.235100001,-0.237399995,1,0,0,0,1,0.417927682,NA,NA,NA,66.4,60.986,71.414,5.214,66.2,0,34,33
"909",909,909,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1994,1994,1142726,1142.725952,7.041171873,165,9,37,0.581,0.656000018,4,1,1,NA,1,0,0,0,0,0.444,3.640214205,9,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,0.330500007,0.343762308,-0.237399995,-0.330500007,1,0,0,0,1,0.363809854,NA,NA,NA,64.2,59.701,68.699,4.499,64.2,0,35,34
"910",910,910,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1995,1995,1142726,1142.725952,7.041171873,166,7,38,0.563,0.656000018,4,1,1,NA,1,0,0,0,0,0.43,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,0.363700002,0.341486812,-0.330500007,-0.363700002,1,0,0,0,1,0.363809854,13,4,9,64.2,59.701,68.699,4.499,64.2,0,36,35
"911",911,911,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1996,1996,1142726,1142.725952,7.041171873,167,7,39,0.559,0.656000018,4,1,1,NA,1,0,0,0,0,0.426,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,0.392100006,0.340961605,-0.363700002,-0.392100006,1,0,0,0,1,0.363809854,13,4,9,64.2,59.701,68.699,4.499,64.2,0,37,36
"912",912,912,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1997,1997,1142726,1142.725952,7.041171873,168,7,40,0.555,0.656000018,4,1,1,NA,1,0,0,0,0,0.442,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,0.342900008,0.342495203,-0.392100006,-0.342900008,1,0,0,0,1,0.363809854,13,4,9,64.2,59.701,68.699,4.499,64.2,0,38,37
"913",913,913,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1998,1998,1142726,1142.725952,7.041171873,169,7,41,0.539,0.656000018,4,1,1,NA,1,0,0,0,0,0.422,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,0.280499995,0.342454493,-0.342900008,-0.280499995,1,0,0,0,1,0.305480778,13,4,9,62,57.424,66.576,4.576,62,0,39,38
"914",914,914,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1999,1999,1142726,1142.725952,7.041171873,170,7,42,0.536,0.656000018,4,1,1,NA,1,0,0,0,0,0.418,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,0.271299988,0.342518508,-0.280499995,-0.271299988,1,0,0,0,1,0.305480778,14,5,9,62,57.424,66.576,4.576,62,0,40,39
"915",915,915,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.2,2000,1142726,1142.725952,7.041171873,171,7,43,0.544,0.656000018,4,1,1,NA,1,0,0,0,0,0.425,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,0.166600004,0.345175594,-0.271299988,-0.166600004,1,0,0,0,1,0.358458787,13,4,9,64,58.513,69.487,5.487,64,0,41,40
"916",916,916,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.2001,2001,1142726,1142.725952,7.041171873,172,7,44,0.559,0.656000018,4,1,1,NA,1,0,0,0,0,0.438,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,0.213100001,0.344179302,-0.166600004,-0.213100001,1,0,0,0,1,0.358458787,13,4,9,64,58.513,69.487,5.487,64,0,42,41
"917",917,917,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.2002,2002,1142726,1142.725952,7.041171873,173,7,45,0.527,0.656000018,4,1,1,NA,1,0,0,0,0,0.411,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,0.301200002,0.3387537,-0.213100001,-0.301200002,1,0,0,0,1,0.553384721,13,4,9,71,66.826,75.174,4.174,71,0,43,42
"918",918,918,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.2003,2003,1142726,1142.725952,7.041171873,174,7,46,0.53,0.656000018,4,1,1,NA,1,0,0,0,0,0.424,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,0.210999995,0.347085297,-0.301200002,-0.210999995,1,0,0,0,1,0.597760141,13,4,9,75,70.264,79.569,4.653,79.8,0,44,43
"919",919,919,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.2004,2004,1142726,1142.725952,7.041171873,175,7,47,0.521,0.656000018,4,1,1,NA,1,0,0,0,0,0.414,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,0.428499997,0.303810686,-0.210999995,-0.428499997,1,0,0,0,1,0.597760141,13,4,9,75,70.264,79.569,4.653,79.8,0,45,44
"920",920,920,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.2005,2005,1142726,1142.725952,7.041171873,176,7,48,0.516,0.656000018,4,1,1,NA,1,0,0,0,0,0.39,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,0.440699995,0.301247209,-0.428499997,-0.440699995,1,0,0,0,1,0.597760141,13,4,9,75,70.264,79.569,4.653,74.917,0,46,45
"921",921,921,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.2006,2006,1142726,1142.725952,7.041171873,177,7,49,0.522,0.656000018,4,1,1,NA,1,0,0,0,0,0.397,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,0.194999993,0.29356271,-0.440699995,-0.194999993,1,0,0,0,1,0.628006041,12,4,8,75.833,70.764,80.736,4.986,75.75,0,47,46
"922",922,922,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.2007,2007,1142726,1142.725952,7.041171873,178,7,50,0.527,0.656000018,4,1,1,NA,1,0,0,0,0,0.401,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,0.390300006,0.289117098,-0.194999993,-0.390300006,1,0,0,0,1,0.755415022,12,4,8,79,75.07,83.097,4.014,79.083,0,48,47
"923",923,923,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.2008,2008,1142726,1142.725952,7.041171873,179,7,51,0.546,0.656000018,4,1,1,NA,1,0,0,0,0,0.408,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,0.456400007,0.285916209,-0.390300006,-0.456400007,0,0,0,0,1,0.755415022,12,4,8,79,75.07,83.097,4.014,79.083,0,49,48
"924",924,924,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.2009,2009,1142726,1142.725952,7.041171873,178,7,52,0.546,0.656000018,4,1,1,NA,1,0,0,0,0,0.416,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,0.533599973,0.293097496,-0.456400007,-0.533599973,0,0,0,0,1,0.755415022,11,3,8,79,75.07,83.097,4.014,79.083,0,50,49
"925",925,925,100,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.201,2010,1142726,1142.725952,7.041171873,179,7,53,0.572,0.656000018,4,1,1,NA,1,0,0,0,0,0.453,3.640214205,7,"CO","LatAm and Car","Latin America and the Caribbeans","South America","Colombia",1,5,0.487899989,0.288917005,-0.533599973,-0.487899989,0,0,0,0,1,0.789191663,11,3,8,79.583,76.363,83.47,3.554,79.917,0,51,50
"926",926,926,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.196,1960,400653,400.6530151,5.993095754,145,0,6,0.088,0.131999999,2,0,0,NA,1,0.4,0,1,0,0.029,0.741937339,-9,"PY","LatAm and Car","Latin America and the Caribbeans","South America","Paraguay",0,5,-0.829599977,0.405539513,NA,0.829599977,0,0,0,1,0,1.135896206,NA,NA,NA,87.6,79.559,94.841,7.641,87.2,0,1,0
"927",927,927,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.1961,1961,400653,400.6530151,5.993095754,146,0,7,0.12,0.131999999,2,0,0,NA,1,0.35,0,1,0,0.038,0.741937339,-9,"PY","LatAm and Car","Latin America and the Caribbeans","South America","Paraguay",0,5,-0.815699995,0.407865286,0.829599977,0.815699995,0,0,0,1,0,1.135896206,NA,NA,NA,87.6,79.559,94.841,7.641,87.2,0,2,1
"928",928,928,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.1962,1962,400653,400.6530151,5.993095754,147,0,8,0.152,0.131999999,2,0,0,NA,1,0.3,0,1,0,0.044,0.741937339,-9,"PY","LatAm and Car","Latin America and the Caribbeans","South America","Paraguay",0,5,-0.711600006,0.397221595,0.815699995,0.711600006,0,0,0,1,0,1.135896206,NA,NA,NA,87.6,79.559,94.841,7.641,87.2,0,3,2
"929",929,929,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.1963,1963,400653,400.6530151,5.993095754,148,0,9,0.156,0.131999999,2,0,0,NA,1,0.25,0,1,0,0.045,0.741937339,-9,"PY","LatAm and Car","Latin America and the Caribbeans","South America","Paraguay",0,5,-0.541199982,0.422061205,0.711600006,0.541199982,0,0,0,1,0,1.135896206,NA,NA,NA,87.6,79.559,94.841,7.641,87.2,0,4,3
"930",930,930,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.1964,1964,400653,400.6530151,5.993095754,149,0,10,0.163,0.131999999,2,0,0,NA,1,0.2,0,1,0,0.046,0.741937339,-9,"PY","LatAm and Car","Latin America and the Caribbeans","South America","Paraguay",0,5,-0.525600016,0.428650498,0.541199982,0.525600016,0,0,0,1,0,1.135896206,NA,NA,NA,87.6,79.559,94.841,7.641,87.2,0,5,4
"931",931,931,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.1965,1965,400653,400.6530151,5.993095754,150,0,11,0.163,0.131999999,2,0,0,NA,1,0.15,0,1,0,0.047,0.741937339,-9,"PY","LatAm and Car","Latin America and the Caribbeans","South America","Paraguay",0,5,-0.507200003,0.429599404,0.525600016,0.507200003,0,0,0,1,0,1.135896206,NA,NA,NA,87.6,79.559,94.841,7.641,87.2,0,6,5
